r2qkb1r/1ppb1ppp/p1n2n2/1B1p4/3P4/2N1PN2/PP3PPP/R1BQK2R w KQkq -,b5f1 f8d6 f1d3 e8h8 e1h1 d8c8 e3e4 d5e4 c3e4 f6e4
rnbqkbnr/p1pp2pp/1p2p3/8/8/8/PPP1PPPP/RNBQKBNR w KQkq -,b1d2 g8f6 e2e4 b8c6 g1f3 f8c5 h2h3 e8h8 f1b5 c8b7
rnb1kb1r/pp2pppp/1q6/3p4/3PnB2/5N2/PPP2PPP/RN1QKB1R w KQkq -,b1c3 e7e6 c3b5 e4d6 a2a4 a7a6 a4a5 b6d8 f4d6 f8d6
rn1qkbnr/pbpp2pp/1p2p3/8/4P3/8/PPP2PPP/RNBQKBNR w KQkq -,e4e5 d8h4 g1f3 h4h5 c1f4 b8c6 f1e2 e8a8 b1c3 f8b4
r2qkb1r/pppnpppp/5n2/3p1b2/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq -,c2c4 c7c6 c4d5 c6d5 b1c3 e7e6 d2d3 f5g4 h2h3 g4f3
rnb1kb1r/ppp2ppp/5q2/3pp3/2B5/8/PPPP1PPP/R1BQK1NR w KQkq -,c4b5 c7c6 b5a4 f8c5 d1f3 f6f3 g1f3 e5e4 d2d4 c5b6
r1bqkb1r/pp2ppp1/5nnp/3P4/2pQ3B/2N5/PP3PPP/R3KBNR w KQkq -,a1d1 e7e5 d5e6 c8e6 h4f6 g7f6 g1f3 g6e5 d4e3 d8b6
rnb1k2r/ppp2ppp/5q2/2bBp3/8/8/PPPP1PPP/R1BQK1NR w KQkq -,d5f3 b8c6 f3c6 f6c6 d1f3 e5e4 f3c3 c6b6 c3g3 c8d7
rnbqkb1r/ppp2ppp/3ppn2/8/4P3/1P6/PBPP1PPP/RN1QKBNR w KQkq -,b1c3 d6d5 e4e5 f6d7 f2f4 c7c5 g2g3 b8c6 g1f3 f8e7
rnbqkbnr/pp4pp/2pp1p2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq -,b1c3 g8e7 d3d4 e7g6 c1e3 f8e7 a2a3 b8a6 d1e2 a6c7
r2qkb1r/pp1nppp1/2p2n1p/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w kq -,e2e4 d5e4 d3e4 f6e4 f3d4 e4d6 d2c4 d6c4 d4f5 g7g6
rn1qkbnr/1b1p1ppp/p3p3/1p6/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq -,d1e2 b8c6 d4c6 b7c6 c1e3 d8c7 b1d2 g8f6 f2f4 f8b4
r2qkb1r/pp1bp1pp/2n1pn2/1BPp4/8/2N2N2/PPP2PPP/R1BQK2R w KQkq -,c1e3 g7g6 b5c6 d7c6 d1e2 c6d7 e3d4 f8g7 f3g5 a8c8
r3kb1r/ppqbp1pp/2n1pn2/1BPp4/8/2N2N2/PPP2PPP/R1BQ1RK1 w kq -,b5c6 c7c6 c1e3 g7g6 e3d4 f8g7 b2b4 c6c8 f1e1 b7b6
rn2kb1r/ppp1pppp/5n2/q4b2/8/1PN2N2/P1PP1PPP/R1BQKB1R w KQkq -,c1b2 e7e6 a2a3 f8e7 g2g3 c7c6 f1g2 e8h8 d2d3 a5c7
r1bqkb1r/ppp2ppp/2n2n2/3p4/2B5/2NP4/PPP2PPP/R1BQK1NR w KQkq -,c1g5 d5c4 d1e2 d8e7 e1a1 c8g4 f2f3 g4d7 d3c4 e8a8
rn2kbnr/1bqp1ppp/p3p3/1p6/3NP3/3B4/PPP2PPP/RNBQ1RK1 w kq -,a2a4 b5b4 f1e1 f8c5 d4b3 c5d6 g2g3 b8c6 b1d2 c6e5
r2qk2r/pppb1ppp/2nbpn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq -,b1d2 e8h8 e1h1 d8e7 c4d3 f8d8 d2c4 d7e8 a2a3 a8b8
rnbqkbnr/pp4pp/4p3/2pp4/8/4P3/PPP2PPP/RNBQKBNR w KQkq -,f1b5 b8c6 c2c4 g8f6 g1f3 f8d6 b1c3 d6c7 c4d5 e6d5
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P1P3/2N2N2/PPQP1PPP/R1B1KB1R w KQkq -,a1b1 e7e6 f1e2 g8e7 e1h1 f7f5 d2d3 h7h6 a2a3 g6g5
r1bqkb1r/ppp2ppp/2n1pn2/3p4/4P3/1BN5/PPPP1PPP/R1BQK1NR w KQkq -,d1f3 c6d4 f3f4 d5e4 c3e4 f6d5 f4g3 d5b4 e1d1 a7a5
r2qkb1r/ppp2ppp/2n5/4p3/3pn1b1/3P1NP1/PPP1PPBP/R1BQ1RK1 w kq -,h2h3 g4f3 e2f3 e4f6 d1e2 f8e7 f1e1 d8d7 f3f4 e5f4
r2qkbnr/ppp2ppp/2np4/8/2BpP3/5b1P/PPP2PP1/RNBQ1RK1 w kq -,d1e1 c6e5 b1d2 d8g5 d2f3 e5f3 g1h1 f3e1 c1g5 e1c2
r1b1k2r/pp3ppp/2p1pn2/q2p4/1bPP4/2N1P3/PP1N1PPP/R2QKB1R w KQkq -,c4d5 e6d5 d1c2 g7g6 f1d3 b4d6 a2a3 e8h8 e1h1 c8d7
5k2/8/4r3/4K3/8/8/8/8 w - -,
r1bqk2r/ppp1bppp/2n1pn2/3p4/3P1B2/P4N1P/1PP1PPP1/RN1QKB1R w KQkq -,c2c3 e7d6 e2e3 d8e7 f4d6 c7d6 c3c4 e8h8 c4d5 f6d5
7R/2k5/8/8/8/4K3/8/8 w - -,b1c3 f6e4 d1d3 f7f5 c3b5 e7d6 e2e3 e8h8 f1e2 g7g5
8/7R/3k4/8/8/4K3/8/8 w - -,b1c3 f6e4 d1d3 f7f5 c3b5 e7d6 e2e3 e8h8 f1e2 g7g5
rnbqkbnr/pp2p1pp/2p5/3p1p2/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq -,c1f4 e7e6 e2e3 g8f6 f1d3 b8d7 e1h1 f6e4 h2h3 f8e7
rnbqk2r/pp4pp/2pbpn2/3p1p2/3P4/2NBPN2/PPPB1PPP/R2QK2R w KQkq -,a1c1 b8d7 e1h1 f6e4 c3e2 g7g5 d2e1 d8f6 f3d2 f6h6
8/8/3k4/8/8/4K3/8/1RR5 w - -,a1c1 b8d7 e1h1 f6e4 c3e2 g7g5 d2e1 d8f6 f3d2 f6h6
r1bqkb1r/pppppppp/8/3Pn3/1nP5/8/PP3PPP/RNBQKBNR w KQkq -,b1c3 e7e6 f2f4 e5g6 h2h4 e6d5 c4d5 f8e7 h4h5 g6h4
rnbqkbnr/ppp3pp/3p1p2/8/3PPp2/5N2/PPP3PP/RNBQKB1R w KQkq -,c1f4 g7g5 f4g3 h7h5 b1c3 b8c6 f1e2 f8g7 d4d5 h5h4
8/8/8/1k6/8/4K3/8/2RR4 w - -,h2h4 g7g5 b1c3 c8g4 f1e2 b8c6 c1d2 f8g7 d4d5 g4f3
r1bqkb1r/pppppppp/n7/3Pn3/2P5/P7/1P3PPP/RNBQKBNR w KQkq -,b1c3 d7d6 f1e2 g7g6 f2f4 e5d7 g1f3 f8g7 e1h1 c7c6
rn1qkbnr/ppp3pp/3p1p2/8/3PPBb1/5N2/PPP3PP/RN1QKB1R w KQkq -,f1c4 d8e7 b1c3 b8c6 h2h3 g4d7 d1e2 e8a8 e1a1 c6a5
r1bqk2r/ppp2ppp/2n2n2/2b1p3/2B1P3/5N2/PPPN1PPP/R1BQK2R w KQkq -,d1e2 e8h8 e1h1 d8e7 c2c3 a7a5 d2b3 c5b6 c4b5 f6h5
r1bqr1k1/1ppp1ppp/p1nb1n2/4p3/B3P3/2P2N2/PP1PQPPP/RNB2RK1 w - -,f1d1 h7h6 a4c2 d6f8 d2d3 d7d5 b1d2 b7b5 h2h3 a8b8
8/8/8/8/2R5/k3K3/3R4/8 w - -,f1d1 h7h6 a4c2 d6f8 d2d3 d7d5 b1d2 b7b5 h2h3 a8b8
r1bq1rk1/ppp2ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1N1PPP/R1BQK2R w KQ -,h2h3 a7a5 e1h1 h7h6 a2a4 d8e7 f1e1 f8d8 d1b3 d8d6
8/8/8/8/1k6/2R1K3/3R4/8 w - -,d1c2 a7a5 e1h1 h7h6 c4b5 d8e7 a2a4 c6d8 b5d3 d8c6
8/8/8/1k6/8/4K3/2RR4/8 w - -,d1c2 a7a5 e1h1 h7h6 c4b5 d8e7 a2a4 c6d8 b5d3 d8c6
8/8/2k5/8/8/4K3/1R1R4/8 w - -,d1c2 a7a5 e1h1 h7h6 c4b5 d8e7 a2a4 c6d8 b5d3 d8c6
r1bq1rk1/pp3ppp/2n2n2/4p3/1bP5/2NP4/PP1B1PPP/R2QKBNR w KQ -,a1c1 f8e8 d2e3 c6d4 f1e2 c8f5 g1f3 f6g4 d1d2 a8c8
rnbqk2r/ppp2ppp/3p1n2/8/1bPP4/2N2N2/PP3PPP/R1BQKB1R w KQkq -,d1a4 b8c6 d4d5 b7b5 a4b5 a8b8 b5a4 f6e4 a4c2 d8e7
rn1qk2r/pp3ppp/2pb1n2/3p4/3P2b1/2N2N2/PPP1BPPP/R1BQ1RK1 w kq -,c1g5 h7h6 g5h4 g4f3 e2f3 e8h8 d1d3 b8d7 c3d1 f8e8
r1bq1rk1/pp3pp1/2nbpn1p/8/2BP4/2N1BN2/PP3PPP/R2Q1RK1 w - -,a2a3 b7b6 d4d5 e6d5 c3d5 c8b7 a1c1 a8c8 c4b3 c6e5
rnbqk2r/ppp2ppp/4pb2/8/3P4/2N2N2/PPP2PPP/R2QKB1R w KQkq -,d1d2 e8h8 e1a1 b8d7 c3e4 a7a6 d2e3 b7b5 f3e5 f6e7
rn1qk1nr/pbpp1ppp/1p2p3/8/3P1B2/P1N5/1PP2PPP/R2QKB1R w KQkq -,d1g4 e8f8 e1a1 h7h5 g4g3 d7d6 f4g5 f7f6 g5e3 b8c6
3k4/8/4r3/2K5/8/8/8/8 w - -,f1d3 g8f6 d1e2 b8c6 d4d5 c6e7 d5e6 f7e6 e1a1 e8h8
rnbqkb1r/pp3ppp/3p1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,c1g5 a7a6 b5a3 c8e6 a3c4 d8c7 g5f6 e6c4 f1c4 c7c4
rnbq1rk1/pp2ppbp/2p2np1/8/4p3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - -,f3g5 e4d3 d2c4 c8f5 c2d3 d8d3 c4e3 d3d1 f1d1 f5c8
r1b1k2r/1p1pnppp/p1n2q2/4p3/4P3/Q7/PPP2PPP/RNB1KB1R w KQkq -,b1c3 a8b8 c1e3 b7b5 c3d5 e7d5 e4d5 c6e7 e3c5 e7f5
rnbq1rk1/pppp1ppp/5n2/2b5/3NP3/4B3/PPP2PPP/RN1QKB1R w KQ -,f1d3 d7d5 e4d5 f6d5 b1c3 d5e3 f2e3 d8h4 g2g3 h4h6
rnbq1rk1/ppp2ppp/5n2/2bp4/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQ -,d1d2 c5b4 e4d5 f6d5 e1a1 b4c3 b2c3 d8e7 c1b2 d5e3
rn2kb1r/ppp1pppp/5n2/q4b2/2B5/2N4P/PPPP1PP1/R1BQK1NR w KQkq -,d2d3 e7e6 g1f3 c7c6 e1h1 f8e7 f1e1 e8h8 f3d4 f8d8
rn2kb1r/pQp2ppp/2q2n2/4p3/2B1P3/8/PPP2PPP/RNB1K2R w KQkq -,c4b5 c6b5 b7b5 b8d7 b5c6 a8b8 b1d2 f8d6 d2c4 e8h8
rnbq1rk1/2pp1ppp/1p2pn2/p7/1bPP4/3BPN2/PP1B1PPP/RN1QK2R w KQ -,a2a3 b4d2 d1d2 d7d5 c4d5 e6d5 e1h1 b8d7 d2c2 c8b7
rnb1kb1r/pp2pppp/2p2n2/q7/2B5/2N4P/PPPP1PP1/R1BQK1NR w KQkq -,d1e2 e7e6 d2d4 f8b4 c1d2 e8h8 c4d3 c6c5 d4c5 b8d7
r1bqkb1r/1p1p1ppp/p1n1pn2/8/P1B1P3/8/1PP2PPP/RNBQK1NR w KQkq -,c1g5 d8a5 g5d2 a5e5 g1f3 e5e4 c4e2 d7d5 b1c3 e4f5
rn1qkb1r/pbpp1ppp/1p2p3/4P3/3Pn3/P1N5/1PP2PPP/R1BQKBNR w KQkq -,c3e2 h7h6 f2f3 e4g5 c1e3 d7d6 h2h4 g5h7 f3f4 f8e7
r1bk1bnr/pp3ppp/2p5/4p3/4P3/2N5/PPP2PPP/R1B1KB1R w KQ -,f1c4 d8e8 a2a4 a7a5 f2f4 f8d6 f4f5 d6c5 g2g4 h7h6
8/8/8/2k5/8/4K3/7R/R7 w - -,f1e2 g8f6 a2a4 c8e6 a4a5 f8d6 f2f3 d8c7 c1d2 b7b5
8/8/8/3k4/8/4K3/7R/6R1 w - -,f1e2 g8f6 a2a4 c8e6 a4a5 f8d6 f2f3 d8c7 c1d2 b7b5
r1b1k2r/ppp1nppp/2np2q1/2b1p1BQ/2B1P3/2NP1N2/PPP2PPP/R3K2R w KQkq -,f3e5 g6h5 c4f7 h5f7 e5f7 e8f7 e1d2 c8d7 g5e3 c6d4
8/5k2/7R/8/6R1/4K3/8/8 w - -,f3e5 g6h5 c4f7 h5f7 e5f7 e8f7 e1d2 c8d7 g5e3 c6d4
r1bq1rk1/1ppp1ppp/p2b1n2/4p3/B2nP3/2NP1N2/PPP2PPP/R1BQ1RK1 w - -,f3d4 e5d4 c3e2 b7b5 a4b3 c7c5 a2a4 a8b8 h2h3 h7h6
8/2k5/4R3/3R4/8/4K3/8/8 w - -,c3b1 d4f3 d1f3 c7c6 a4b3 d6c7 f3g3 f6h5 g3f3
8/1k6/4R3/2R5/8/4K3/8/8 w - -,c3b1 d4f3 d1f3 c7c6 a4b3 d6c7 f3g3 f6h5 g3f3
rn2kb1r/pp1qpppp/3p1n2/2p5/4P3/2N5/PPPPNPPP/R1BQK2R w KQkq -,h2h3 d6d5 e4e5 f6g8 d2d4 e7e6 f2f4 c5d4 e2d4 b8c6
3R4/2R5/1k6/8/8/4K3/8/8 w - -,h2h3 d6d5 e4e5 f6g8 d2d4 e7e6 f2f4 c5d4 e2d4 b8c6
rnbqkb1r/5pp1/2pp1n1p/pp2p3/4P3/1BNP1N1P/PPP2PP1/R1BQK2R w KQkq -,f3h4 g7g5 h4f5 c8f5 e4f5 a5a4 b3f7 e8f7 e1h1 b8d7
rnbqkbnr/ppp2ppp/8/3pp3/7P/7N/PPPPPPP1/RNBQKB1R w KQkq -,e2e3 b8c6 d2d4 g8f6 d4e5 c6e5 c2c4 e5c4 f1c4 d5c4
r1bqk1nr/pppp1p1p/7b/8/2BnPp2/2N2Q2/PPP3PP/R1B2RK1 w kq -,c4f7 e8f8 f3d3 d7d5 d3d4 d8f6 e4e5 f6b6 d4b6 a7b6
rn1qkb1r/pb1p1ppp/1p6/2pn4/8/P1NB4/1PP2PPP/R1BQK1NR w KQkq -,d1f3 d5c3 f3b7 b8c6 b2c3 a7a6 d3e4 a8a7 e4c6 a7b7
r2qk2r/ppp2pp1/2nb1n1p/8/2B1P1b1/5N2/PPP2PPP/RNBQ1RK1 w kq -,c4b5 e8h8 b5c6 b7c6 h2h3 g4h5 e4e5 h5f3 d1f3 d6e5
8/8/8/5k2/8/4K3/3R4/2R5 w - -,b1c3 e8h8 c4b5 f8e8 b5c6 b7c6 h2h3 g4h5 d1d3 h5g6
r1bq2nr/pppp2kp/7b/7Q/3nPp2/2N5/PPP3PP/R1B2RK1 w - -,c1f4 h6f4 f1f4 g8h6 a1f1 d7d6 f4f7 h6f7 h5f7 g7h6
r1bqk1nr/pppp1ppp/2n5/2b1p3/2P5/P3P3/1P1P1PPP/RNBQKBNR w KQkq -,g1f3 d7d6 d2d4 c5b6 b2b4 e5d4 e3d4 a7a6 f1e2 g8f6
r2qkbnr/pp3ppp/2n1p3/3p1b2/3P4/2P2N1P/PP3PP1/RNBQKB1R w KQkq -,f1e2 f8d6 e1h1 h7h6 e2d3 f5d3 d1d3 g8f6 b1d2 d8c7
rnb1kb1r/pp2pppp/2p2n2/8/4P3/8/PPP2PPP/RNBBK1NR w KQkq -,d1f3 e7e5 b1d2 b8a6 a2a3 a6c5 b2b3 b7b5 g1e2 c8e6
8/3k4/3B1Q2/8/8/8/8/6K1 w - -,d1f3 e7e5 b1d2 b8a6 a2a3 a6c5 b2b3 b7b5 g1e2 c8e6
8/4Q3/2kB4/8/8/8/8/6K1 w - -,d1f3 e7e5 b1d2 b8a6 a2a3 a6c5 b2b3 b7b5 g1e2 c8e6
8/2Q5/3B4/3k4/8/8/8/6K1 w - -,d1f3 e7e5 b1d2 b8a6 a2a3 a6c5 b2b3 b7b5 g1e2 c8e6
r1bqkbnr/pp3ppp/2n1p3/2p5/3PN3/2P5/PP3PPP/R1BQKBNR w KQkq -,e4c5 e6e5 c5b3 e5d4 b3d4 c6d4 d1d4 d8d4 c3d4 f8d6
8/8/3Bk3/2Q5/8/8/8/6K1 w - -,c1e3 c5d4 c3d4 f8b4 e4c3 g8f6 g1f3 e8h8 f1d3 b7b6
8/3k4/1R6/8/8/4K3/8/2R5 w - -,c1e3 c5d4 c3d4 f8b4 e4c3 g8f6 g1f3 e8h8 f1d3 b7b6
rnb1kb1r/pppp2p1/4pq1p/8/2PPp3/2N5/PP3PPP/R2QKBNR w KQkq -,d1h5 g7g6 h5g4 b8c6 g4e4 c6d4 f1d3 e8d8 a1d1 f8c5
8/4k3/1R6/8/8/4K3/8/3R4 w - -,d1h5 g7g6 h5g4 b8c6 g4e4 c6d4 f1d3 e8d8 a1d1 f8c5
rnbqkb1r/ppp2ppp/4pn2/8/8/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq -,d2d4 f8e7 f1d3 a7a6 d1e2 b7b5 c1g5 b8d7 e1a1 c8b7
r1b1kb1r/ppp1qppp/2np1n2/4p3/2B1P3/BP3Q2/P1PP1PPP/RN2K1NR w KQkq -,c4b5 c8d7 g1e2 g7g6 c2c4 f8g7 b1c3 e8h8 b5c6 d7c6
8/8/8/3k4/4R3/4K3/8/2R5 w - -,c4b5 c8d7 g1e2 g7g6 c2c4 f8g7 b1c3 e8h8 b5c6 d7c6
r1b1k2r/1p1n1pp1/pq1ppb1p/8/3NPP1P/2N2Q2/PPP3P1/2KR1B1R w kq -,d4b3 f6e7 f1e2 d7c5 c1b1 c5b3 a2b3 c8d7 g2g4 e8a8
8/8/8/2k5/4R3/4K3/8/3R4 w - -,c3e2 h6h5 c1b1 g7g6 d4b3 b6c7 g2g4 h5g4 f3g4 d7b6
8/8/1k6/8/3RR3/4K3/8/8 w - -,c3e2 h6h5 c1b1 g7g6 d4b3 b6c7 g2g4 h5g4 f3g4 d7b6
r1bqkb1r/ppp2ppp/2n1pn2/3p4/8/2NPPN2/PPP2PPP/R1BQKB1R w KQkq -,a2a3 e6e5 f1e2 a7a6 e3e4 d5d4 c3a2 a6a5 c2c3 f8c5
8/8/2k5/3R4/4R3/4K3/8/8 w - -,a2a3 e6e5 f1e2 a7a6 e3e4 d5d4 c3a2 a6a5 c2c3 f8c5
8/1k6/8/3RR3/8/4K3/8/8 w - -,a2a3 e6e5 f1e2 a7a6 e3e4 d5d4 c3a2 a6a5 c2c3 f8c5
8/2k5/3R4/4R3/8/4K3/8/8 w - -,a2a3 e6e5 f1e2 a7a6 e3e4 d5d4 c3a2 a6a5 c2c3 f8c5
rn1qk1nr/1p3ppp/2p1p3/p2p1b2/1bPP1B2/1QN1P3/PP3PPP/R3KBNR w KQkq -,a2a3 d5c4 f1c4 b4c3 b2c3 b7b5 c4e2 g8f6 g1f3 e8h8
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/1B6/PPPP1PPP/RNBQK1NR w KQkq -,d1f3 d7d5 e4d5 c6d4 f3d1 f6d5 d2d3 d5b4 c1e3 d4b3
8/3Q4/6k1/1B6/4K3/8/8/8 w - -,d1f3 d7d5 e4d5 c6d4 f3d1 f6d5 d2d3 d5b4 c1e3 d4b3
r4rk1/pbqpbppp/1pn1pn2/6B1/2NP4/2PB1N2/PP2QPPP/R3K2R w KQ -,c4e3 h7h6 h2h4 f8c8 e1f1 c8e8 g5f6 e7f6 a1e1 c6e7
r4rk1/pppq1pbp/2npbnp1/3Np3/2P5/3PP1P1/PP2NPBP/R1BQ1RK1 w - -,e2c3 e6g4 f2f3 g4e6 f3f4 e6g4 d5f6 g7f6 d1d2 e5f4
4B1k1/8/8/7Q/5K2/8/8/8 w - -,d1c2 e6h3 e3e4 h3g2 g1g2 f6h5 f2f3 f7f5 c2a4 f8f7
rnbqkbnr/2pp1ppp/p7/1p2p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,c4d5 c7c6 d5b3 d7d6 d2d4 b8d7 a2a4 c8b7 a4b5 a6b5
4B3/1k6/4Q3/4K3/8/8/8/8 w - -,c4d3 d7d6 a2a4 b5b4 e1h1 g8f6 c2c3 f8e7 d3c2 a6a5
8/3k4/4N3/4KQ2/8/8/8/8 w - -,c4d3 d7d6 a2a4 b5b4 e1h1 g8f6 c2c3 f8e7 d3c2 a6a5
r1bqkb1r/1ppn1ppp/p3pn2/3p4/3P1B2/2NBP3/PPP2PPP/R2QK1NR w KQkq -,c3b1 c7c5 c2c3 d8b6 d1b3 b6c6 b3d1 f8d6 g1f3 e8h8
rnbqkb1r/ppp2ppp/5n2/3pp3/8/1P2P3/P1PPBPPP/RNBQK1NR w KQkq -,d2d3 f8b4 c2c3 b4d6 g1f3 c7c5 e1h1 b8c6 e3e4 h7h6
r1bqk2r/pp1pbppp/2n2n2/4p3/4P3/2N5/PPP1NPPP/R1BQKB1R w KQkq -,e2g3 e7b4 f1c4 d7d6 e1h1 b4c3 b2c3 e8h8 c4b3 c8e6
8/pp4kp/8/2P5/1P3B2/2P5/P5PK/5r2 w - -,f4e3 a7a6 a2a4 g7f7 a4a5 f1d1 e3d4 d1d3 h2g1 f7e6
r1bqk2r/p1p1bppp/2p2n2/3p4/4P3/3B4/PPP2PPP/RNBQ1RK1 w kq -,e4e5 f6d7 f2f4 e8h8 d1f3 g7g6 c1e3 d7c5 b1d2 c5d3
8/1Q6/4k3/8/4K3/8/8/8 w - -,d1e2 d5e4 d3e4 f6e4 e2e4 d8d5 e4a4 d5b5 a4f4 e8h8
2Q5/8/3k4/8/4K3/8/8/8 w - -,d1e2 d5e4 d3e4 f6e4 e2e4 d8d5 e4a4 d5b5 a4f4 e8h8
3Q4/8/8/1k6/8/3K4/8/8 w - -,d1e2 d5e4 d3e4 f6e4 e2e4 d8d5 e4a4 d5b5 a4f4 e8h8
rnbq1rk1/pp2ppbp/5np1/2p1p3/2PP4/2N2N2/PP2BPPP/R1BQK2R w KQ -,f3e5 c5d4 c3b5 a7a6 e5f7 f8f7 d1d4 c8d7 b5c3 b8c6
3Q4/8/8/2k5/8/2K5/8/8 w - -,c1h6 g7h6 d4e5 f6h5 d1d8 f8d8 e1h1 b8c6 a1d1 d8d1
r1bqk2r/pp2nppp/2n1p3/1BbpP3/8/2N5/PPP2PPP/R1BQK1NR w KQkq -,a1b1 e7g6 g1f3 e8h8 b5c6 b7c6 e1h1 c5e7 c3e2 d8c7
2Q5/8/8/4k3/8/3K4/8/8 w - -,a1b1 e7g6 g1f3 e8h8 b5c6 b7c6 e1h1 c5e7 c3e2 d8c7
2Q5/8/8/3k4/8/4K3/8/8 w - -,a1b1 e7g6 g1f3 e8h8 b5c6 b7c6 e1h1 c5e7 c3e2 d8c7
r1bq1rk1/ppp1bppp/3p1n2/n3p3/2B1P3/2NPBN2/PPP2PPP/R2Q1RK1 w - -,a2a3 a5c4 d3c4 c7c6 h2h3 c8e6 c4c5 d8c7 c5d6 e7d6
rnbq1rk1/pp3ppp/2pbpn2/3p4/2PP4/4PN2/PP1NBPPP/R1BQK2R w KQ -,d1c2 b7b6 a2a3 a7a5 e1h1 b8d7 e3e4 f6e4 d2e4 d5e4
8/3k4/8/2K5/1Q6/8/8/8 w - -,e1h1 b7b6 b2b3 c8b7 c1b2 b8d7 a1c1 d8e7 e2d3 f8d8
8/4k3/8/2K5/8/1Q6/8/8 w - -,e1h1 b7b6 b2b3 c8b7 c1b2 b8d7 a1c1 d8e7 e2d3 f8d8
r1bqk2r/ppp1bppp/2n2n2/1B1p4/3P4/5N2/PPP1QPPP/RNB1K2R w KQkq -,c2c3 e8h8 e1h1 c8g4 c1f4 e7d6 f4g3 f8e8 e2d1 f6e4
r4rk1/pbqpbpp1/1pn1pn1p/6B1/2NP3P/2PB1N2/PP2QPP1/R3K2R w KQ -,h1h3 b7a6 g5f6 e7f6 c4b6 c7b6 d3a6 a8b8 b2b3 d7d5
rn1qkb1r/pbp2ppp/1p2pn2/3p4/4P3/3P1N2/PPPNQPPP/R1B1KB1R w KQkq -,e4e5 f6d7 g2g3 c7c5 f1g2 b8c6 e1h1 f8e7 c2c4 d5c4
r2qkb1r/pp3ppp/2n1pn2/3p4/3p2b1/2PBPN2/PP1N1PPP/R1BQ1RK1 w kq -,e3e4 d4c3 b2c3 f8e7 a1b1 d8c7 d1c2 d5e4 d2e4 f6d5
r1bqk2r/pppp1ppp/2n2n2/1B2b3/3NP3/2N5/PPP2PPP/R1BQK2R w KQkq -,d4c6 b7c6 b5d3 e8h8 e1h1 f8e8 c1g5 d8e7 g5h4 e7d6
r1b1k2r/ppqnbppp/2pp1n2/4p3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w kq -,f1e1 e8h8 b2b3 d7c5 c1b2 f8e8 a2a4 c8g4 h2h3 g4d7
