rn1qk1nr/pbppppbp/1p4p1/8/2BPPP2/5N2/PPP3PP/RNBQK2R b KQkq -,g8h6 e4e5 d7d5 c4e2 c7c5 c2c3 b8c6 b1a3 e8h8 e1h1
rnbqk1nr/pp1p1pbp/4p1p1/2p5/2B1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq -,a7a6 a2a4 g8e7 c1g5 h7h6 g5h4 g6g5 h4g3 d7d5 c4a2
r1bqkb1r/pp1p1ppp/2n1p3/8/2B1N3/8/PPP2PPP/R1BQK1NR b KQkq -,d8h4 c4d3 h4d8 c1g5 d8c7 g1f3 h7h6 g5d2 d7d5 e4g3
r1bqkb1r/p1p2ppp/2pp1n2/4p3/2P5/1P2P3/PB1P1PPP/RN1QK1NR b KQkq -,g7g6 g1e2 f8g7 d2d4 e5e4 b1c3 e8h8 d1d2 f8e8 c3a4
r1bqkb1r/pppp1ppp/2n2n2/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq -,f6h5 g1f3 h5f4 e1h1 f4e6 b1c3 g7g6 c4e6 d7e6 d2d3
rnbq1rk1/pppn1ppp/4p3/3pP3/1b1P4/P1N2N2/1PPB1PPP/R2QKB1R b KQ -,d7e5 f3e5 b4d6 d1h5 b8d7 d2g5 d8e8 f1d3 f7f5 h5e8
r1bqkb1r/ppp2ppp/5n2/4p3/2QnP3/2P5/PP1P1PPP/RNB1K1NR b KQkq -,d4c2 e1f1 c2a1 b2b3 d8d6 c4e2 d6a6 d2d3 c8g4 f2f3
r1bqkb1r/1p2pppp/p1np1n2/2p5/4P3/2NP2PP/PPP2PB1/R1BQK1NR b KQkq -,a8b8 c3d5 e7e5 d5f6 d8f6 g1e2 f6d8 e1h1 g7g6 c2c3
r1bqk1nr/pppn1pbp/3p2p1/4P3/4P3/2N2N2/PPP1BPPP/R1BQK2R b KQkq -,d7b6 c1f4 d6e5 d1d8 e8d8 f3e5 c8e6 c3b5 d8e7 b5c7
rnbq1rk1/pp2bppp/4pn2/2p5/2BP4/2N1PN2/PP2QPPP/R1B2RK1 b - -,h7h6 d4c5 e7c5 e3e4 b8c6 c1f4 e6e5 f3e5 c6e5 f4e5
r2qkb1r/ppp1pppp/2np1n2/3P4/2P3b1/2N2N2/PP2PPPP/R1BQKB1R b KQkq -,g7g6 d5c6 b7c6 h2h3 g4f5 f3d4 f5d7 e2e4 f8g7 f1e2
r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/2N5/PPPPNPPP/R1BQK2R b KQkq -,a7a6 f2f4 d7d6 d2d4 f8e7 d4d5 c6b8 f4e5 d6e5 e1h1
r1bq1rk1/pppnppbp/3p1np1/6B1/3PP3/3B1N2/PPPN1PPP/R2Q1RK1 b - -,h7h6 g5h4 f6h5 f1e1 h5f4 d3f1 g6g5 h4g3 e7e5 c2c3
rn1qkbnr/pp2ppp1/2p5/3pPb1p/5P2/2P2N2/PP1P2PP/RNBQKB1R b KQkq -,a7a5 d2d4 e7e6 a2a4 g8h6 f1e2 f5g6 b1a3 f8e7 e1h1
rn1q1rk1/ppp2ppp/3b1n2/3pp3/6b1/1P2P1P1/PBPPNPBP/RN1Q1RK1 b - -,d8d7 c2c4 c7c6 f2f3 g4h3 b1c3 h3g2 g1g2 f8e8 g3g4
r1b1k2r/pp1pbppp/1qn1pn2/2p5/3P1B2/1PPBPN2/P4PPP/RN1QK2R b KQkq -,b6a5 e1h1 f6h5 f4g5 e7g5 f3g5 h5f6 g5f3 e8h8 a2a3
r1bqk2r/ppp1bppp/2np1n2/4p3/3PP3/2PB1N2/PP1N1PPP/R1BQK2R b KQkq -,a7a5 h2h3 e8h8 e1h1 f8e8 f1e1 a5a4 d2f1 h7h6 f1g3
r1bqk2r/pppp1ppp/2n2n2/2b3B1/2B1P3/8/PPP2PPP/RN1QK1NR b KQkq -,c5f2 e1f1 h7h6 g5f6 d8f6 b1c3 f2d4 d1f3 d4c3 b2c3
r1bqkbnr/pp1p1ppp/2n1p3/8/3pPP2/2P2N2/PP4PP/RNBQKB1R b KQkq -,d7d5 e4d5 e6d5 c3d4 f8b4 b1c3 g8f6 f1d3 e8h8 e1h1
r1bqk2r/ppppnpbp/2n1p1p1/8/3PP3/2N2N2/PPP1BPPP/R1BQ1RK1 b kq -,f7f5 c1e3 e8h8 d1d2 f5e4 c3e4 e7f5 e3g5 d8e8 c2c3
rnbqk2r/ppp1bppp/4pn2/3p2B1/3P4/2N2NP1/PPP1PP1P/R2QKB1R b KQkq -,c7c5 d4c5 h7h6 g5f6 e7f6 e2e4 e8h8 d1d2 d5d4 c3b5
rnb1kb1r/ppq1pppp/2p2n2/4P3/8/2N2N2/PPPB1PPP/R2QKB1R b KQkq -,f6h5 f1c4 g7g6 f3g5 e7e6 g2g4 c7e5 c3e4 h7h6 d2c3
rnbqk2r/pp2bppp/3ppn2/2p3B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,b7b6 d4d5 e8h8 f1d3 h7h6 g5f4 e6e5 f4g3 f6h5 e3e4
r2qkb1r/pp1b1ppp/2Bppn2/6B1/3NP3/2N5/PPP2PPP/R2QK2R b KQkq -,d8b6 c6d7 f6d7 e1h1 a8c8 a1b1 c8c4 g5e3 b6a6 d1e2
r2qkb1r/p2b1pp1/2pppn1p/8/3NP2B/2N2Q2/PPP2PPP/R3K2R b KQkq -,e6e5 d4f5 d7f5 f3f5 f8e7 e1a1 d8d7 f5f3 e8h8 h4f6
rnbqk1nr/ppp2ppp/4p3/b2p4/Q2P1B2/2P2N2/PP2PPPP/RN2KB1R b KQkq -,b8d7 a4a5 d7b6 e2e3 g8e7 a5a3 c7c6 f1d3 e7f5 e1h1
r3k2r/pppqbppp/2npb3/8/5B2/2P2N2/PPPQ1PPP/1K1R1B1R b kq -,e8a8 f3g5 e7g5 f4g5 f7f6 g5f4 g7g5 f4g3 h7h5 h2h4
r1bqkb1r/1pp2ppp/p1np1n2/4p3/2B1P3/3PBN2/PPP2PPP/RN1Q1RK1 b kq -,f8e7 b1c3 c6a5 c4d5 e8h8 a2a3 f6d5 c3d5 f7f5 b2b4
r1bqkb1r/1pp2ppp/p1n2n2/3Pp1N1/2B5/3P4/PPP2PPP/RNBQ1RK1 b kq -,h7h6 g5f7 e8f7 d5c6 f7g6 c6b7 c8b7 b1c3 f8d6 d1e2
rn1qkbnr/pp2p1pp/2p5/3pNb2/3P1P2/8/PPP3PP/RNBQKB1R b KQkq -,b8d7 f1d3 f5d3 e5d3 g8h6 d1e2 g7g6 b1d2 f8g7 d2f3
r1bqk1nr/pp2ppbp/2N3p1/3p4/8/6P1/PPP1PPBP/RNBQ1RK1 b kq -,d8d7 c6b4 g8f6 c2c3 e8h8 a2a4 f8d8 a4a5 f6g4 h2h3
rnbqkb1r/ppp2p1p/5pp1/8/8/1PN3P1/P2PPP1P/R2QKBNR b KQkq -,h7h5 g1f3 f8a3 f1g2 c7c6 d1c2 b8a6 d2d4 d8e7 e1h1
r1bqk2r/pp2bppp/2nppn2/2p5/4P3/P1NP1N2/BPP2PPP/R1BQK2R b KQkq -,d8c7 e1h1 b7b6 c3e2 c8b7 e2g3 d6d5 e4d5 f6d5 a2d5
rnbqk2r/pp3ppp/2pp1n2/2b1p3/2B1P3/2PP1N1P/PP3PP1/RNBQK2R b KQkq -,b8d7 e1h1 e8h8 c4b3 f8e8 d3d4 c5b6 b1d2 b6c7 f1e1
rnbqkb1r/ppp2ppp/3pp3/4P3/5B2/2P2N2/PPP2PPP/R2QKB1R b KQkq -,f7f6 e5f6 g7f6 f1b5 c7c6 b5d3 d8e7 f4e3 e6e5 f3h4
r2qk2r/pppb1ppp/2n1pn2/1B1p4/1b3P2/1P2PN2/PBPP2PP/RN1Q1RK1 b kq -,a8c8 b5e2 e8h8 c2c4 c6e7 e2d3 a7a6 f3e5 c7c5 d1e2
r1bqkb1r/ppp2ppp/2np1n2/1B2pP2/4P3/2N5/PPPP2PP/R1BQK1NR b KQkq -,d6d5 e4d5 f6d5 d1e2 d5c3 d2c3 c8f5 e2e5 d8e7 e5e7
