8/8/4k3/8/3BK3/8/6B1/8 b - -,b8c6 b1c3 a7a6 h2h3 g8f6 e2e4 b7b5 e4e5 f6d7 f1d3
rnbqkbnr/ppp2ppp/3p4/8/2Pp4/6P1/PP2PPBP/RNBQK1NR b KQkq -,f8e7 d1d4 b8c6 d4d2 a7a5 b1c3 g8f6 b2b3 a5a4 c3a4
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/2B1P3/2NPBQ2/PPP2PPP/R3K1NR b KQkq -,c6d4 e3d4 c5d4 g1e2 e8h8 h2h3 c7c6 c4b3 d4b6 a2a4
8/8/1k1B4/3K4/4B3/8/8/8 b - -,c5d4 g1e2 e8h8 e1h1 d4e3 f3e3 d7d6 c4b3 c6a5 f2f4
8/5N2/8/2KBk3/8/8/8/8 b - -,e5f4 c5d4 f4f5 f7d6 f5f6 d5b3 f6g7 d4e5 g7h8 e5f6
8/8/8/4k3/8/3B1K1N/8/8 b - -,e5d4 d3f1 d4e5 f3e3 e5f5 f1d3 f5f6 d3c4 f6e5 h3g1
r1b1k1nr/pppp1ppp/2n2q2/4P3/1b1P4/2N5/PP3PPP/R1BQKBNR b KQkq -,f6e6 g1e2 e6e7 a2a3 b4c3 e2c3 d7d6 f1b5 a7a6 b5c6
rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR b KQkq -,g8f6 e2e4 f8b4 g1f3 d7d6 c3d5 f6d5 e4d5 e8h8 c2c3
rnb1kbnr/pp3ppp/2p5/q7/3P4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,c8e6 f3g5 b8d7 g5e6 f7e6 f1c4 g8f6 e1h1 f8d6 c1d2
r1bqkb1r/p1pp1ppp/1pn1pn2/8/3P4/1P2PN2/PBP2PPP/RN1QKB1R b KQkq -,d7d5 f1b5 c8d7 e1h1 f8d6 b5d3 e8h8 c2c4 c6b4 d3e2
rnbqk2r/pp2bppp/4pn2/1Bpp4/8/1PN1PN2/PBPP1PPP/R2QK2R b KQkq -,b8d7 c3e2 e8h8 e2g3 a7a6 b5e2 b7b5 c2c4 d8b6 c4d5
r1bqkb1r/1p1pnppp/p1n1p3/2p5/4P3/P1NP4/BPP2PPP/R1BQK1NR b KQkq -,g7g6 c1e3 d7d6 d1d2 f8g7 e3h6 g7h6 d2h6 e7g8 h6e3
r1bk2nr/ppp2ppp/3p4/Q2P4/2B1q3/2PpB3/P4PPP/RN3K1R b - -,e4e5 b1d2 g8f6 a1e1 h8e8 h2h4 b7b6 a5a3 e5h5 c4d3
rnbq1rk1/ppppbppp/5n2/8/3PP3/6Q1/PPP2PPP/RNB1KBNR b KQ -,f6e4 g3b3 f8e8 b1d2 e7b4 g1e2 b4d2 c1d2 d7d5 d2e3
rn1qkbnr/pp3ppp/2pp2b1/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,h7h6 c1e3 b8d7 f3d2 f8e7 f2f3 c6d5 c4d5 f7f5 e4f5
8/6kP/6P1/4K3/8/8/8/8 b - -,h7h6 c1e3 b8d7 f3d2 f8e7 f2f3 c6d5 c4d5 f7f5 e4f5
rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2PP4/1QN1PN2/PP1B1PPP/R3KB1R b KQkq -,d8c8 a2a4 a7a5 f3e5 b8d7 c4d5 e6d5 f1d3 f5d3 e5d3
r1b1kb1r/ppppqppp/2n5/8/2BNN3/8/PPP2PPP/R1BQK2R b KQkq -,e7e5 d1f3 c6d4 f3f7 e8d8 c1g5 f8e7 f7e7 e5e7 e1a1
r1bqkbnr/pppn1ppp/3p4/8/2B1Pp2/2N2N2/PPPP2PP/R1BQK2R b KQkq -,g7g5 d2d4 f8g7 h2h4 h7h6 d1d3 d7b6 c4b3 c8e6 b3e6
rnbqkbnr/ppp3p1/3p3p/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq -,g7g6 f1c4 b8c6 e1h1 f8g7 h2h3 g8f6 f3h4 g6g5 h4f5
r2r2k1/2p2ppp/5n2/4p3/pB2P3/P6P/3q1PP1/2R2QK1 b - -,d2f4 c1c4 d8d4 c4c7 f4e4 c7c1 f6d5 b4c5 d4d2 c1e1
rn2kbnr/ppp1pppp/8/q4b2/2B5/5N2/PPPP1PPP/RNBQ1RK1 b kq -,c7c6 f3h4 g8f6 h4f5 a5f5 d2d4 e7e6 a2a4 f5a5 c2c3
rnbqk1nr/pp2p1bp/2p2Pp1/3p4/3P4/2N2P2/PPP3PP/R1BQKBNR b KQkq -,g7h6 c1h6 g8h6 d1d2 h6f7 e1a1 e7e6 g2g4 d8f6 h2h4
